claim_id,episode,kind,publisher,state,date,search_term,page_url,quote,is_prediction,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,months,horizon_basis,predicted_label,realized_label,basis,hit,brier
61,1907 Panic,crisis,the san francisco call (san francisco [calif.]) 1895-1913,california,1908-05-17,business outlook,http://www.loc.gov/resource/sn85066387/1908-05-17/ed-1/?sp=25,"FIRST NEWS SECTION PROSPERITY ON ITS WAY BACK, SAYS HARRIMAN Declares Business Outlook Is Excellent and Crops All Good Says There Has Been Too Much Unrest Among the Whole People Asserts He Is Out of Politics.",yes,general_business,improve,na,na,vague,assertive,expert,Harriman,12,default_12,improve,improve,NBER,1.0,0.009999999999999995
63,1907 Panic,crisis,"the new haven union (new haven, conn.) 1895-192?",connecticut,1908-01-08,business outlook,http://www.loc.gov/resource/sn92051126/1908-01-08/ed-1/?sp=4,"Encouraging reports continue to come from the industrial centres, con cerning the business outlook and the steady return of wholesome conditions.",yes,general_business,improve,na,na,vague,hedged,unclear,na,12,default_12,improve,improve,NBER,1.0,0.09000000000000002
64,1907 Panic,crisis,"the new haven union (new haven, conn.) 1895-192?",connecticut,1908-01-08,business outlook,http://www.loc.gov/resource/sn92051126/1908-01-08/ed-1/?sp=4,"In Waterbury, one of the busiest manu facturing centres in New England, heavy orders are being received by many of the large manufactories, near ly all of which will shortly be running on practically full time.",yes,employment,improve,na,down,vague,assertive,journalist,na,6,inferred_short,down,,no UNRATE before 1948,,
66,1907 Panic,crisis,"the roswell daily record (roswell, n.m.) 1903-current",new mexico,1907-11-02,business outlook,http://www.loc.gov/resource/sn86063823/1907-11-02/ed-1/?sp=2,There is nothing whatever in the business outlook and financial condi tions of the country to cause uneasi ness to any man who is engaged in a legitimate and honest occupation.,yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,improve,NBER,1.0,0.009999999999999995
67,1907 Panic,crisis,"the salt lake tribune (salt lake city, utah) 1890-current",utah,1907-12-30,business outlook,http://www.loc.gov/resource/sn83045396/1907-12-30/ed-1/?sp=7,"inUar?,Ly0Ur,OWn 1,01,1 1,1 ,r Prlvatti 0tstr., Latest dellrnclea t f \""cstr'1 Every Ariernaon and Kvan- t 1 OUTLOOK FOR 1908- IS BRIGHT AT 0GD.EN Special to The Tribune.",yes,general_business,improve,na,na,vague,assertive,journalist,na,12,default_12,improve,improve,NBER,1.0,0.009999999999999995
68,1907 Panic,crisis,"the salt lake tribune (salt lake city, utah) 1890-current",utah,1907-12-30,business outlook,http://www.loc.gov/resource/sn83045396/1907-12-30/ed-1/?sp=7,"A number of citizens are inclined to lak a pessimistic vlow of the business outlook during the early purt of the com ing yoar, but tho merchants are not fear ing any great Hlump.",yes,general_business,improve,na,na,vague,assertive,expert,na,12,default_12,improve,improve,NBER,1.0,0.009999999999999995
69,1907 Panic,crisis,"the salt lake tribune (salt lake city, utah) 1890-current",utah,1907-12-30,business outlook,http://www.loc.gov/resource/sn83045396/1907-12-30/ed-1/?sp=7,"The railroad companies arc contemplat ing a number of Improvements during the spring, which will give employment J to a large number of laborers.",yes,employment,improve,na,down,vague,hedged,unclear,na,12,default_12,down,,no UNRATE before 1948,,
70,1907 Panic,crisis,"the salt lake tribune (salt lake city, utah) 1890-current",utah,1907-12-30,business outlook,http://www.loc.gov/resource/sn83045396/1907-12-30/ed-1/?sp=7,"Bcsldos a number of other enterprises aro on foot, and It Is not believed there will be mnny men out of employment who really care to work.",yes,employment,improve,na,down,vague,hedged,unclear,na,12,default_12,down,,no UNRATE before 1948,,
71,1907 Panic,crisis,"the salt lake tribune (salt lake city, utah) 1890-current",utah,1907-12-30,business outlook,http://www.loc.gov/resource/sn83045396/1907-12-30/ed-1/?sp=7,The banks of the city aro sanguine re garding tho business outlook.,yes,general_business,improve,na,na,vague,assertive,expert,na,12,default_12,improve,improve,NBER,1.0,0.009999999999999995
72,1907 Panic,crisis,"the salt lake tribune (salt lake city, utah) 1890-current",utah,1907-12-30,business outlook,http://www.loc.gov/resource/sn83045396/1907-12-30/ed-1/?sp=7,"the scrip now In circulation will be gradually retired, and \""real money\"" substituted.",yes,markets,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,improve,NBER,1.0,0.009999999999999995
74,1907 Panic,crisis,"the commoner (lincoln, neb.) 1901-1923",nebraska,1908-04-17,business outlook,http://www.loc.gov/resource/46032385/1908-04-17/ed-1/?sp=6,Ogdon Armour is re;orted as taking an optimistic view of the business outlook.,yes,general_business,improve,na,na,vague,hedged,expert,Ogdon Armour,12,default_12,improve,improve,NBER,1.0,0.09000000000000002
75,1907 Panic,crisis,"the daily alaskan (skagway, alaska) 1904-1924",alaska,1908-02-27,business outlook,http://www.loc.gov/resource/sn82014189/1908-02-27/ed-1/?sp=1,Th j business outlook and the npllft In public morals presented to him a most pleasing prospect fbere ^aa nothing to cause uneasiness or alarm for the immediate future.,yes,general_business,improve,na,na,vague,assertive,unclear,na,6,inferred_short,improve,improve,NBER,1.0,0.009999999999999995
84,1907 Panic,crisis,"the montgomery advertiser (montgomery, ala.) 1885-1982",alabama,1908-03-02,return of prosperity,http://www.loc.gov/resource/sn84020645/1908-03-02/ed-1/?sp=1,BEARS BOWK ON PUBLIC Large Number of Stations Will Be Closed.,yes,general_business,worsen,na,na,vague,assertive,unclear,na,12,default_12,worsen,improve,NBER,0.0,0.81
85,1907 Panic,crisis,"the montgomery advertiser (montgomery, ala.) 1885-1982",alabama,1908-03-02,return of prosperity,http://www.loc.gov/resource/sn84020645/1908-03-02/ed-1/?sp=1,Official* Who Were Heard la Wash ington Unite ia Oplelon That Return of Prosperity Will Be Sadden.,yes,general_business,improve,na,na,vague,assertive,official,na,12,default_12,improve,improve,NBER,1.0,0.009999999999999995
86,1907 Panic,crisis,"the montgomery advertiser (montgomery, ala.) 1885-1982",alabama,1908-03-02,return of prosperity,http://www.loc.gov/resource/sn84020645/1908-03-02/ed-1/?sp=1,The operation of the law will mean the employment by railroad companies of several thousand additional opera tors and the closing of a large number of small stations on the fourth of March.,yes,employment,improve,na,down,vague,assertive,journalist,na,12,default_12,down,,no UNRATE before 1948,,
87,1907 Panic,crisis,"the montgomery advertiser (montgomery, ala.) 1885-1982",alabama,1908-03-02,return of prosperity,http://www.loc.gov/resource/sn84020645/1908-03-02/ed-1/?sp=1,"They practically uniformly express confidence that the return of prosperity will be almost as sudden as the com Tnm of adversity, an* In their argu ments as to the enforcement of the nine-hour law they pointed \""\""\u2018/pro*!",yes,general_business,improve,na,na,vague,assertive,expert,na,12,default_12,improve,improve,NBER,1.0,0.009999999999999995
88,1907 Panic,crisis,"the caucasian (clinton, n.c.) 188?-1913",north carolina,1908-03-05,return of prosperity,http://www.loc.gov/resource/sn91068245/1908-03-05/ed-1/?sp=1,"They practically uniformly express confi dence that the return of prosperity will be almost as sudden as was the coming of adversity and in their ar guments as to the enforcement of the nine-hour law they pointed out to the commission that such a return of prosperity might seriously embarrass them in complying with the law, be cause it would render it difficult to command the services of competent operators in sufficient numbers to meet the needs of prosperous condi tions.",yes,general_business,improve,na,na,vague,hedged,expert,na,12,default_12,improve,improve,NBER,1.0,0.09000000000000002
89,1907 Panic,crisis,"st. tammany farmer (covington, la.) 1874-current",louisiana,1908-03-07,return of prosperity,http://www.loc.gov/resource/sn82015387/1908-03-07/ed-1/?sp=1,"They practically uniformly ex press confidence that the return of prosperity will be almost as sudden as the coming adversity, and in their arguments as to the enforcement of the nine-hour law, they pointed out to the Commiasion that such a return of prosperity might embarrass them in complying with the law because, it would render it difficult %o command the services of competent operators in sufficient numbers to meet the needs of prosperous conditions.",yes,general_business,improve,na,na,vague,hedged,unclear,na,12,default_12,improve,improve,NBER,1.0,0.09000000000000002
90,1907 Panic,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1908-05-11,return of prosperity,http://www.loc.gov/resource/sn83030214/1908-05-11/ed-1/?sp=8,which probably means not until prices gen erallv shall be once more on the up grade.,yes,prices,improve,up,na,vague,hedged,unclear,na,12,default_12,up,,no CPI before 1913,,
95,1907 Panic,crisis,waterbury evening democrat (waterbury [connecticut]) 1903-1917,connecticut,1908-05-02,return of prosperity,http://www.loc.gov/resource/sn93053726/1908-05-02/ed-1/?sp=9,"We are confident that if the business men of the United States join in the St Louis movement prosperity will be at full tide before the end of the year and that 1!K)9 will be the best business year our country has known.\"" Chairman Simmons said: \""We have formed a business organi sation having for its object the encour agement of a return of prosperity sooner than might otherwise occur without help.",yes,general_business,improve,na,na,6,assertive,expert,Chairman Simmons,6,stated,improve,improve,NBER,1.0,0.009999999999999995
99,1907 Panic,crisis,"perth amboy evening news (perth amboy, n.j.) 1903-1959",new jersey,1908-05-02,return of prosperity,http://www.loc.gov/resource/sn85035720/1908-05-02/ed-2/?sp=2,"Coule movement prosperity will be at full tide before the end of the yeai and that 1009 will be the best business year our country has known.\"" Chairman Simmons said: \""We have formed a business organi sation having for its object the encour agement of a return of prosperity lopner than might otherwise occui without help.",yes,general_business,improve,na,na,12,assertive,expert,Chairman Simmons,12,stated,improve,improve,NBER,1.0,0.009999999999999995
100,1907 Panic,crisis,"edgefield advertiser (edgefield, s.c.) 1836-current",south carolina,1908-03-04,return of prosperity,http://www.loc.gov/resource/sn84026897/1908-03-04/ed-1/?sp=1,They practically uniformly express confi dence that the return of prosperity' will be almost as sudden as was the coming of adversity and in their ar guments as to the enforcement of the nine-hour law they pointed out to the commission that such a.,yes,general_business,improve,na,na,vague,assertive,expert,na,12,default_12,improve,improve,NBER,1.0,0.009999999999999995
102,1907 Panic,crisis,the san francisco call (san francisco [calif.]) 1895-1913,california,1908-06-18,return of prosperity,http://www.loc.gov/resource/sn85066387/1908-06-18/ed-1/?sp=11,"The man who bets on the country and its;- future -greatness is- one \""who will ulti mately win.",yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,improve,NBER,1.0,0.009999999999999995
103,1907 Panic,crisis,"the oasis (arizola, ariz.) 1893-1920",arizona,1908-05-30,return of prosperity,http://www.loc.gov/resource/sn85032933/1908-05-30/ed-1/?sp=5,"The Board, is in receipt of a letter from the Secretary of the Califor nia Promotion Committee stating that the petition lately presented to Secretary Metealf has made a great impression upon him, and it is likely that good results will follow.",yes,general_business,improve,na,na,vague,hedged,unclear,na,12,default_12,improve,improve,NBER,1.0,0.09000000000000002
104,1907 Panic,crisis,"the wahpeton times (wahpeton, richland county, dakota [n.d.]) 1879-1919",north dakota,1908-03-05,return of prosperity,http://www.loc.gov/resource/sn84024779/1908-03-05/ed-1/?sp=6,The operation of the law will mean the employment by rail road companies of several thousand additional operators and the closing of a large number of small stations on the principal systems.,yes,employment,improve,na,down,vague,assertive,journalist,na,12,default_12,down,,no UNRATE before 1948,,
106,1907 Panic,crisis,"the idaho scimitar (boise, idaho) 1907-1908",idaho,1907-11-30,return of prosperity,http://www.loc.gov/resource/sn88056114/1907-11-30/ed-1/?sp=7,"Meanwhile such distinguished advisers as President Roosevelt and Secretary Cor tclyou protest that if the people will cease hoarding their money and will pour it into the stream of daily transactions, the stringency will disappear and panic will flee before the return of prosperity.",yes,general_business,improve,na,na,vague,hedged,official,President Roosevelt,12,default_12,improve,improve,NBER,1.0,0.09000000000000002
110,1920 Depression,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1920-10-26,business depression,http://www.loc.gov/resource/sn83045293/1920-10-26/ed-1/?sp=1,We expect that there will be a let up in the present high cost of money after Christmai and with it will come an easing of the present depression.,yes,general_business,improve,na,na,vague,assertive,unclear,na,12,default_12,improve,worsen,INDPRO,0.0,0.81
111,1920 Depression,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1920-10-26,business depression,http://www.loc.gov/resource/sn83045293/1920-10-26/ed-1/?sp=1,"s \""There is no chance for a finan* cial panic but business may suffei to a great extent before the adjust* ment will be completed.",yes,general_business,worsen,na,na,vague,hedged,unclear,na,12,default_12,worsen,worsen,INDPRO,1.0,0.09000000000000002
112,1920 Depression,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1920-10-26,business depression,http://www.loc.gov/resource/sn83045293/1920-10-26/ed-1/?sp=1,"No one can say what time will pass before the business and financial world will again be stable hut we are hoping that it will be within a brief peri* od.\u201d There is no chance, for a panic to develop from the present business depression according to G.",yes,general_business,improve,na,na,vague,assertive,unclear,G,12,default_12,improve,worsen,INDPRO,0.0,0.81
113,1920 Depression,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1920-10-26,business depression,http://www.loc.gov/resource/sn83045293/1920-10-26/ed-1/?sp=1,"Said Weigle: The present start in the way of depression may de velop great momentum and cause many failures in business, but the federal reserve system will save the banks from any financial dis aster or panic.",yes,markets,improve,na,na,vague,assertive,expert,Weigle,12,default_12,improve,worsen,INDPRO,0.0,0.81
114,1920 Depression,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1920-10-26,business depression,http://www.loc.gov/resource/sn83045293/1920-10-26/ed-1/?sp=1,When once this wave is started it will spread to most ail of the industries and cause the industrial world to stop functioning.,yes,general_business,worsen,na,na,vague,assertive,unclear,na,12,default_12,worsen,worsen,INDPRO,1.0,0.009999999999999995
115,1920 Depression,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1920-10-26,business depression,http://www.loc.gov/resource/sn83045293/1920-10-26/ed-1/?sp=1,The business depression is sure ly coming on us.,yes,general_business,worsen,na,na,vague,assertive,unclear,na,12,default_12,worsen,worsen,INDPRO,1.0,0.009999999999999995
116,1920 Depression,crisis,"the barre daily times (barre, vt.) 1897-1959",vermont,1920-12-27,business depression,http://www.loc.gov/resource/sn91066782/1920-12-27/ed-1/?sp=4,"Manufacturers, merchants and producers are retrench ing to meet the change that is gradu ally coming with the return of normal conditions.",yes,general_business,improve,na,na,vague,hedged,unclear,na,12,default_12,improve,no_change,INDPRO,0.0,0.48999999999999994
117,1920 Depression,crisis,"the american issue (westerville, ohio) 1912-19??",ohio,1920-07-30,business depression,http://www.loc.gov/resource/sn2008060406/1920-07-30/ed-1/?sp=1,"One need ty take a trip down Main street and lie will see this so-called \u2018avenue of vacant sto'es.\u2019 There is not a vacant store on Main street, unless it may be some dilapidated place awaiting the day when it shall be torn down to give place to a modern structure.",yes,general_business,improve,na,na,vague,assertive,journalist,na,12,default_12,improve,worsen,INDPRO,0.0,0.81
122,1920 Depression,crisis,"the new york herald (new york, n.y.) 1920-1924",new york,1921-03-27,business depression,http://www.loc.gov/resource/sn83045774/1921-03-27/ed-1/?sp=4,"Sayre said, adding that the matter had been explained to the satisfaction of the employees and that he expected no labor trouble over the shutdown.",yes,employment,improve,na,down,vague,hedged,expert,Sayre,12,default_12,down,,no UNRATE before 1948,,
